StockCode,Description,Total_Demand,Avg_Daily_Demand,Daily_Std,Safety_Stock,Reorder_Point,Recommended_Order_Qty,Forecast_Adj_Demand,Forecast_Reorder_Point,Total_Revenue
22122,SET OF 2 FANCY FONT TEA TOWELS,1055,1.43,17.421188001090826,76,86,96,1.21,84,3048.2500000000005
84817,DANISH ROSE DECORATIVE PLATE,1051,1.42,30.487792430242216,133,143,153,1.21,141,920.64
72038P,PRICE'S CANDLE PEACH,1050,1.42,79.05694150420949,345,355,365,1.21,353,116.5
23389,SPACEBOY MINI BACKPACK,1050,1.42,22.74351564303934,99,109,119,1.21,107,4217.5
22647,CERAMIC LOVE HEART MONEY BANK,1050,1.42,18.48636694193493,81,91,101,1.21,89,878.0999999999999
17013D,ORIGAMI ROSE INCENSE IN TUBE,1048,1.42,53.92393231386669,235,245,255,1.21,243,515.46
22683,"FRENCH BLUE METAL DOOR SIGN, 8",1047,1.42,8.168296301418438,36,46,56,1.21,44,1310.57
22982,PANTRY PASTRY BRUSH,1045,1.42,11.429586449717872,50,60,70,1.21,58,1308.3
85093,CANDY SPOT EGG WARMER HARE,1045,1.42,31.33633310444814,137,147,157,1.21,145,693.99
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1044,1.41,13.70786433236248,60,70,80,1.2,68,4212.2
85032D,YULETIDE IMAGES GIFT WRAP SET,1043,1.41,20.11553541176292,88,98,108,1.2,96,1136.56
21358,TOAST ITS - HAPPY BIRTHDAY,1043,1.41,7.257209990526256,32,42,52,1.2,40,1296.55
23509,MINI PLAYING CARDS FUN FAIR ,1043,1.41,81.06072035588744,354,364,374,1.2,362,434.46000000000004
21721,CANDY SHOP  STICKER SHEET,1043,1.41,12.606027185910772,55,65,75,1.2,63,883.43
23530,WALL ART ONLY ONE PERSON ,1043,1.41,38.03202544369144,166,176,186,1.2,174,4270.95
22215,CAKE STAND WHITE TWO TIER LACE,1042,1.41,5.136426120213894,22,32,42,1.2,30,8117.8
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1040,1.41,25.652146772397703,112,122,132,1.2,120,353.07
21581,SKULLS  DESIGN  COTTON TOTE BAG,1039,1.41,23.957406749882193,105,115,125,1.2,113,1511.1499999999999
35809A,ENAMEL PINK TEA CONTAINER,1038,1.41,14.081491415627838,61,71,81,1.2,69,1298.64
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1037,1.41,180.48970321609198,788,798,808,1.2,796,277.19
22312,OFFICE MUG WARMER POLKADOT,1037,1.41,12.00276068169748,52,62,72,1.2,60,3310.6900000000005
21720,CAKE SHOP  STICKER SHEET,1037,1.41,14.923084299847762,65,75,85,1.2,73,866.89
21910,WAY OUT METAL SIGN ,1035,1.4,43.670772866459224,191,201,211,1.19,199,1333.35
22514,CHILDS GARDEN SPADE BLUE,1034,1.4,19.063303066612672,83,93,103,1.19,91,2003.88
21062,PARTY INVITES SPACEMAN,1034,1.4,7.9223297560319175,35,45,55,1.19,43,854.78
16202B,PASTEL BLUE PHOTO ALBUM ,1034,1.4,140.91516940102747,615,625,635,1.19,623,469.21
21333,CLASSIC WHITE FRAME,1031,1.4,6.383590426774255,28,38,48,1.19,36,3017.4500000000003
22606,WOODEN SKITTLES GARDEN SET,1030,1.4,14.440201403504197,63,73,83,1.19,71,13850.34
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1030,1.4,82.16173855299851,359,369,379,1.19,367,1869.4
22685,"FRENCH BLUE METAL DOOR SIGN, 0",1029,1.39,8.751263645018094,38,48,57,1.18,46,1285.65
22255,FELT TOADSTOOL  SMALL,1029,1.39,12.135282762230892,53,63,72,1.18,61,874.65
21518,BANK ACCOUNT  GREETING  CARD ,1028,1.39,10.708909055680243,47,57,66,1.18,55,421.68
21470,FLOWER VINE RAFFIA FOOD COVER,1028,1.39,6.536179539301547,29,39,48,1.18,37,3750.9300000000003
21400,RED PUDDING SPOON,1027,1.39,10.960931630533711,48,58,67,1.18,56,189.54
22104,MIRROR MOSAIC CANDLE PLATE,1026,1.39,77.7398339423009,339,349,358,1.18,347,694.26
21644,ASSORTED TUTTI FRUTTI HEART BOX,1025,1.39,8.610730470228162,38,48,57,1.18,46,1281.25
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1023,1.39,15.97853194589751,70,80,89,1.18,78,840.43
23132,SMALL IVORY HEART WALL ORGANISER,1022,1.38,23.907059960942238,104,114,123,1.17,112,5069.58
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1022,1.38,29.156301197580966,127,137,146,1.17,135,814.0999999999999
21636,MADRAS NOTEBOOK MEDIUM,1021,1.38,16.461169159269645,72,82,91,1.17,80,969.15
21351,CINAMMON & ORANGE WREATH,1019,1.38,16.49299213131105,72,82,91,1.17,80,3227.05
22232,3 PIECE JIGSAW TOADSTOOLS,1019,1.38,10.64685210330533,46,56,65,1.17,54,1147.03
23012,GLASS APOTHECARY BOTTLE PERFUME,1017,1.38,7.586418016281269,33,43,52,1.17,41,3775.4900000000002
21620,S/4 ROSE    BOTANICAL  CANDLE,1017,1.38,10.220549979002023,45,55,64,1.17,53,1980.75
16258B,DAISY ERASERS IN BAG,1015,1.38,167.39905747776612,731,741,750,1.17,739,219.76
21248,DOOR HANGER  MUM + DADS ROOM,1015,1.38,16.338900061582088,71,81,90,1.17,79,1202.95
20986,BLUE CALCULATOR RULER,1014,1.37,19.672553067830112,86,96,105,1.16,94,1198.76
21537,RETRO SPOTS PUDDING BOWL,1012,1.37,7.817512234524857,34,44,53,1.16,42,4200.0
22977,DOLLY GIRL CHILDRENS EGG CUP,1010,1.37,10.87728600695932,47,57,66,1.16,55,1263.71
21913,VINTAGE SEASIDE JIGSAW PUZZLES,1010,1.37,15.74794244859498,69,79,88,1.16,77,3672.52
21867,PINK UNION JACK  LUGGAGE TAG,1009,1.37,10.077051753845936,44,54,63,1.16,52,1260.46
85200,BUNNY EGG BOX,1009,1.37,13.46192939825281,59,69,78,1.16,67,1256.45
21472,LADYBIRD + BEE RAFFIA FOOD COVER,1009,1.37,7.039410976644257,31,41,50,1.16,39,3706.95
35964,FOLKART CLIP ON STARS,1008,1.37,26.286309142007337,115,125,134,1.16,123,488.7
23096,PETIT TRAY CHIC,1007,1.36,15.991219910285588,70,80,89,1.15,78,1629.83
84078A,SET/4 WHITE RETRO STORAGE CUBES ,1007,1.36,13.492678790825085,59,69,78,1.15,67,36259.65
22689,DOORMAT MERRY CHRISTMAS RED ,1006,1.36,22.040127609240503,96,106,115,1.15,104,7187.54
22485,SET OF 2 WOODEN MARKET CRATES,1003,1.36,4.30763965585381,19,29,38,1.15,27,12248.25
23080,RED METAL BOX TOP SECRET,1003,1.36,18.75455385559946,82,92,101,1.15,90,7962.03
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1003,1.36,8.518315534776656,37,47,56,1.15,45,2106.3
85114C,RED ENCHANTED FOREST PLACEMAT,1001,1.36,10.908249550541127,48,58,67,1.15,56,1615.65
21972,SET OF 36 DINOSAUR PAPER DOILIES,1001,1.36,9.87588289480289,43,53,62,1.15,51,1451.4499999999998
22498,WOODEN REGATTA BUNTING,997,1.35,10.426620436290856,46,55,65,1.15,54,5740.150000000001
22515,CHILDS GARDEN SPADE PINK,997,1.35,20.027588907812078,87,96,106,1.15,95,1923.18
20800,LARGE GLASS SUNDAE DISH CLEAR,996,1.35,698.6214998123089,3050,3059,3069,1.15,3058,258.2
85047,WHITE BEADED GARLAND STRING 20LIGHT,996,1.35,8.373126773703113,37,46,56,1.15,45,6055.8
47591C,BLUE FAIRY CAKE CHILD'S APRON,995,1.35,14.580388292918581,64,73,83,1.15,72,1800.45
22767,TRIPLE PHOTO FRAME CORNICE ,994,1.35,11.183431033881458,49,58,68,1.15,57,9204.779999999999
21926,RED/CREAM STRIPE CUSHION COVER ,994,1.35,8.858370093912352,39,48,58,1.15,47,1227.3
47504H,ENGLISH ROSE SPIRIT LEVEL ,992,1.34,18.246668870958175,80,89,99,1.14,88,946.6800000000001
22937,BAKING MOULD CHOCOLATE CUPCAKES,991,1.34,11.957509804426117,52,61,71,1.14,60,2552.69
22313,OFFICE MUG WARMER PINK,989,1.34,28.411871732657257,124,133,143,1.14,132,3008.69
21822,GLITTER CHRISTMAS TREE WITH BELLS,989,1.34,13.820609810467815,60,69,79,1.14,68,1297.09
22612,TEA COSY VINTAGE UNION JACK,988,1.34,51.897278158356535,227,236,246,1.14,235,3885.93
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,986,1.34,12.028055082168613,53,62,72,1.14,61,4016.26
84989B,75 BLACK FAIRY CAKE CASES,986,1.34,34.00731628599366,148,157,167,1.14,156,479.9
84748,FOLK FELT HANGING MULTICOL GARLAND,984,1.33,113.56633378476286,496,505,515,1.13,504,1246.8
23299,FOOD COVER WITH BEADS SET 2 ,983,1.33,21.194215684497802,93,102,112,1.13,101,3567.67
21208,PASTEL COLOUR HONEYCOMB FAN,981,1.33,15.654122791773371,68,77,87,1.13,76,709.89
37343,SPOTS DESIGN MUG W PINK INSIDE,980,1.33,21.17662792632877,92,101,111,1.13,100,1422.0
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,979,1.33,14.373249391536463,63,72,82,1.13,71,1840.6499999999999
84016,FLAG OF ST GEORGE CAR FLAG,978,1.33,50.55925866113583,221,230,240,1.13,229,389.76
22120,WELCOME  WOODEN BLOCK LETTERS,978,1.33,3.994222252953047,17,26,36,1.13,25,9398.65
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,977,1.32,43.23207226114631,189,198,207,1.12,197,1198.63
22247,BUNNY DECORATION MAGIC GARDEN,977,1.32,15.166728709284731,66,75,84,1.12,74,797.17
85162B,BLACK RETRODISC LAMPSHADE,977,1.32,82.5064100073909,360,369,378,1.12,368,1905.15
22452,MEASURING TAPE RUSSIAN DOLL PINK,977,1.32,13.42171578048324,59,68,77,1.12,67,2759.9500000000003
16161G,WRAP BAD HAIR DAY,975,1.32,15.20607767924052,66,75,84,1.12,74,97.5
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,975,1.32,13.096580483038247,57,66,75,1.12,65,7877.8
22031,BOTANICAL LAVENDER BIRTHDAY CARD,975,1.32,5.313426031744956,23,32,41,1.12,31,414.21
16169F,WRAP BLIZZARD,975,1.32,17.67766952966369,77,86,95,1.12,85,409.5
22252,BIRDCAGE DECORATION MAGIC GARDEN,975,1.32,12.507437490503392,55,64,73,1.12,63,1199.31
21285,RETRO SPOT CANDLE  MEDIUM,974,1.32,23.360152302232702,102,111,120,1.12,110,1232.42
21579,LOLITA  DESIGN  COTTON TOTE BAG,973,1.32,29.20680307187029,128,137,146,1.12,136,1371.65
84924F,PSYCHEDELIC METAL SIGN CALENDAR,973,1.32,221.1979963097057,966,975,984,1.12,974,259.15
22742,MAKE YOUR OWN PLAYTIME CARD KIT,972,1.32,15.722381693827739,69,78,87,1.12,77,2260.6800000000003
21846,PINK DIAMANTE PEN IN GIFT BOX,972,1.32,27.061618338945216,118,127,136,1.12,126,1923.22
21116,OWL DOORSTOP,972,1.32,6.965748285707957,30,39,48,1.12,38,4658.64
22163,HEART STRING MEMO HOLDER HANGING,971,1.32,12.923754997037172,56,65,74,1.12,64,1598.69
22642,SET OF 4 NAPKIN CHARMS STARS   ,970,1.31,12.812805045121857,56,65,74,1.11,64,2258.75
23404,HOME SWEET HOME BLACKBOARD,969,1.31,25.005046980383387,109,118,127,1.11,117,4108.58
21645,ASSORTED TUTTI FRUTTI ROUND BOX,967,1.31,12.553787099234851,55,64,73,1.11,63,1595.55
20866,BLUE ROSE FABRIC MIRROR,967,1.31,30.922526280673566,135,144,153,1.11,143,977.29
23283,DOORMAT VINTAGE LEAVES DESIGN ,967,1.31,17.086993683253468,75,84,93,1.11,83,6600.27
22778,GLASS CLOCHE SMALL,964,1.31,11.239526018785007,49,58,67,1.11,57,3521.08
22202,MILK PAN PINK RETROSPOT,964,1.31,13.567522891794026,59,68,77,1.11,67,3456.6
23061,VINTAGE EMBOSSED HEART,964,1.31,9.764133462700757,43,52,61,1.11,51,1199.96
23531,WALL ART BIG LOVE ,963,1.3,40.91910837190481,179,188,197,1.1,187,5340.21
23255,CHILDRENS CUTLERY CIRCUS PARADE,963,1.3,16.529391374783863,72,81,90,1.1,80,3856.59
21426,WOODLAND STORAGE BOX SMALL,963,1.3,38.82223877372678,169,178,187,1.1,177,1340.7
21286,RETRO SPOT CANDLE  LARGE,962,1.3,23.391384370000377,102,111,120,1.1,110,1407.82
72225D,VANILLA SCENT CAKE CANDLE ,960,1.3,170.45820602130013,744,753,762,1.1,752,218.88
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",957,1.3,29.95981558582744,131,140,149,1.1,139,3958.37
21467,CHERRY CROCHET FOOD COVER,957,1.3,11.855054833096247,52,61,70,1.1,60,2927.77
21724,PANDA AND BUNNIES STICKER SHEET,955,1.29,9.825432052139105,43,52,61,1.1,51,811.75
22068, BLACK PIRATE TREASURE CHEST,955,1.29,9.723266399693545,42,51,60,1.1,50,1356.87
85226C,BLUE PULL BACK RACING CAR,954,1.29,63.195141742460095,276,285,294,1.1,284,462.3
21324,HANGING MEDINA LANTERN SMALL,954,1.29,32.25382930677371,141,150,159,1.1,149,2457.9
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,954,1.29,19.534927207466662,85,94,103,1.1,93,1563.27
22100,SKULLS SQUARE TISSUE BOX,954,1.29,23.799140981140628,104,113,122,1.1,112,587.06
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,951,1.29,40.77291769802675,178,187,196,1.1,186,2119.9500000000003
84327A,PINK JUMPER LARRY THE LAMB,951,1.29,21.390889128169302,93,102,111,1.1,101,1792.92
84927D,LA PALMIERA TILE HOOK,950,1.29,123.29950039809152,538,547,556,1.1,546,195.0
16156L,"WRAP, CAROUSEL",950,1.29,10.23346019999512,45,54,63,1.1,53,399.0
35598B,BLACK CHRISTMAS TREE 60CM,948,1.28,40.659887860595944,178,187,196,1.09,186,823.2
22905,CALENDAR IN SEASON DESIGN,947,1.28,13.258470388285257,58,67,76,1.09,66,2577.0400000000004
23034,DRAWER KNOB CERAMIC BLACK,947,1.28,18.515876582324672,81,90,99,1.09,89,1332.35
22180,RETRO SPOT LAMP,946,1.28,3.4465208601720474,15,24,33,1.09,23,9186.5
85169A,IVORY LOVE BIRD CANDLE,944,1.28,11.685266558596538,51,60,69,1.09,59,1037.82
21363,HOME SMALL WOOD LETTERS,942,1.28,3.660180903357225,16,25,34,1.09,24,4662.900000000001
23129,HEART SHAPED HOLLY WREATH,942,1.28,14.330528495969821,63,72,81,1.09,71,3933.1800000000003
22253,6 CROCHET STRAWBERRIES,942,1.28,38.46906261244928,168,177,186,1.09,176,1102.64
85017C,ENVELOPE 50 CURIOUS IMAGES,941,1.28,43.68492358949032,191,200,209,1.09,199,598.61
85032B,BLOSSOM IMAGES GIFT WRAP SET,941,1.28,17.799861829479585,78,87,96,1.09,86,853.8
17129F,DEEP BLUE GLASS GEMS IN BAG,940,1.27,23.130488801474172,101,110,119,1.08,109,626.5
22283,6 EGG HOUSE PAINTED WOOD,939,1.27,10.836192077383657,47,56,65,1.08,55,7008.89
21318,GLASS CHALICE BLUE SMALL ,938,1.27,20.563044468517,90,99,108,1.08,98,783.6
16051,TEATIME PENCIL W STAMP ASST,938,1.27,479.2007234273894,2092,2101,2110,1.08,2100,82.2
22162,HEART GARLAND RUSTIC PADDED,937,1.27,15.411707470269722,67,76,85,1.08,75,2706.55
22684,"FRENCH BLUE METAL DOOR SIGN, 9",936,1.27,7.82496362027499,34,43,52,1.08,42,1169.4
21683,MEDIUM MEDINA STAMPED METAL BOWL ,935,1.27,12.616145143293819,55,64,73,1.08,63,2681.4500000000003
47570B,TEA TIME TABLE CLOTH,934,1.27,13.855992002879322,60,69,78,1.08,68,8916.78
22092,BLUE PAISLEY TISSUE BOX,934,1.27,13.41778656623351,59,68,77,1.08,67,585.08
23569,TRADTIONAL ALPHABET STAMP SET,933,1.26,20.135932291075306,88,97,106,1.07,95,4531.95
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,932,1.26,8.127377508108083,35,44,53,1.07,42,3825.2799999999997
84944,SET OF 6 KASHMIR FOLKART BAUBLES,932,1.26,12.781514510491565,56,65,74,1.07,63,2580.4
21882,SKULLS TAPE,932,1.26,24.964522904436883,109,118,127,1.07,116,405.88
21732,RED HANGING METAL STAR TLIGHT HLDR,931,1.26,61.14261244360788,267,276,285,1.07,274,3229.17
23220,REINDEER HEART DECORATION GOLD,930,1.26,21.227493811246145,93,102,111,1.07,100,775.2600000000001
20772,GARDEN PATH JOURNAL,929,1.26,18.898432884676954,83,92,101,1.07,90,1729.21
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,928,1.26,37.165255926981544,162,171,180,1.07,169,2293.12
20941,FROG CANDLE,928,1.26,28.824576743295953,126,135,144,1.07,133,719.62
21432,SET OF 3 CASES WOODLAND DESIGN,928,1.26,8.813113269055561,38,47,56,1.07,45,5304.6
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1.26,9.88858033648486,43,52,61,1.07,50,1533.8400000000001
21520,BOOZE & WOMEN GREETING CARD ,926,1.25,8.220886054152823,36,45,54,1.06,43,383.16
23244,ROUND STORAGE TIN VINTAGE LEAF,925,1.25,20.91869819996952,91,100,108,1.06,98,1692.9099999999999
85017A,ENVELOPE 50 ROMANTIC IMAGES,925,1.25,44.89881749062817,196,205,214,1.06,203,600.49
22119, PEACE WOODEN BLOCK LETTERS,924,1.25,6.403965478723967,28,37,46,1.06,35,5691.36
17084P,DRAGONS BLOOD INCENSE,924,1.25,34.77841948016703,152,161,170,1.06,159,184.04
85068,CREAM SWEETHEART SHELF + HOOKS,923,1.25,24.856070564084416,109,118,126,1.06,116,6105.51
21530,DAIRY MAID CERAMIC TOASTRACK,921,1.25,8.449663178978172,37,46,54,1.06,44,1169.67
23130,MISTLETOE HEART WREATH GREEN,918,1.24,12.386306356697482,54,63,71,1.05,61,3748.42
23093,SMALL PARISIENNE HEART PHOTO FRAME ,916,1.24,18.336570621613596,80,89,97,1.05,87,2125.1600000000003
47585A,PINK FAIRY CAKE CUSHION COVER,915,1.24,42.27975140358103,185,194,202,1.05,192,1781.25
84819,DANISH ROSE ROUND SEWING BOX,913,1.24,28.36227118023229,124,133,141,1.05,131,1385.29
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,912,1.24,203.0102866127434,886,895,903,1.05,893,258.36
82567,"AIRLINE LOUNGE,METAL SIGN",911,1.23,4.139830928180141,18,27,35,1.04,25,1880.8100000000002
22721,SET OF 3 CAKE TINS SKETCHBOOK,910,1.23,10.613794181703698,46,55,63,1.04,53,3949.72
21396,RED SPOTTY EGG CUP ,909,1.23,25.835174799512647,113,122,130,1.04,120,1081.53
21448,12 DAISY PEGS IN WOOD BOX,909,1.23,6.276867084994277,27,36,44,1.04,34,1499.85
84815,SET OF 3 DANISH ROSE PLANTERS,909,1.23,140.12362642259222,612,621,629,1.04,619,1035.25
22374,AIRLINE BAG VINTAGE JET SET RED,909,1.23,3.3891444405432383,15,24,32,1.04,22,4337.09
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,907,1.23,19.104741313147983,83,92,100,1.04,90,340.78999999999996
20802,SMALL GLASS SUNDAE DISH CLEAR,907,1.23,19.876747550031972,87,96,104,1.04,94,1157.79
20770,ABSTRACT CIRCLE JOURNAL ,906,1.23,17.026717502527934,74,83,91,1.04,81,1841.4
85188A,GREEN METAL SWINGING BUNNY,905,1.23,12.756243624689418,56,65,73,1.04,63,766.13
22474,SPACEBOY TV DINNER TRAY,905,1.23,17.75066755149503,77,86,94,1.04,84,3982.59
21688,SILVER PLATE CANDLE BOWL SMALL,904,1.22,8.335054367736982,36,45,53,1.04,43,2666.8
20801,LARGE PINK GLASS SUNDAE DISH,904,1.22,20.270865644239702,88,97,105,1.04,95,850.96
22032,BOTANICAL LILY GREETING CARD,903,1.22,6.628742578694935,29,38,46,1.04,36,378.42
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,1.22,34.17451610513905,149,158,166,1.04,156,1053.29
47518F,ICON PLACEMAT POP ART ELVIS,900,1.22,36.608836317912704,160,169,177,1.04,167,144.3
23123,COCKTAIL SWORDS 50 PIECES,900,1.22,30.394682671379837,133,142,150,1.04,140,706.08
85162C,WHITE RETRODISC LAMPSHADE,898,1.22,29.24397621609511,128,137,145,1.04,135,1775.1
22611,VINTAGE UNION JACK SHOPPING BAG,897,1.22,7.74748736891491,34,43,51,1.04,41,4232.55
21009,ETCHED GLASS STAR TREE DECORATION,897,1.22,17.865344738785723,78,87,95,1.04,85,1121.25
22811,SET OF 6 T-LIGHTS CACTI ,897,1.22,32.25960410910907,141,150,158,1.04,148,2328.63
22845,VINTAGE CREAM CAT FOOD CONTAINER,895,1.21,6.945384703303837,30,38,47,1.03,37,5384.78
85132B,CHARLIE AND LOLA TABLE TINS,895,1.21,18.870277761050545,82,90,99,1.03,89,2593.25
23131,MISTLETOE HEART WREATH CREAM,894,1.21,28.403929081675624,124,132,141,1.03,131,3636.78
84912A,PINK ROSE WASHBAG,894,1.21,61.92615382331788,270,278,287,1.03,277,2302.5
22246,"GARLAND, MAGIC GARDEN 1.8M",893,1.21,11.92561397246568,52,60,69,1.03,59,1711.23
22495,SET OF 2 ROUND TINS CAMEMBERT ,893,1.21,10.729459439845973,47,55,64,1.03,54,2363.63
79030D,"TUMBLER, BAROQUE",893,1.21,56.45715416499716,246,254,263,1.03,253,551.13
22688,DOORMAT PEACE ON EARTH BLUE,890,1.21,77.78792518997602,340,348,357,1.03,347,4865.26
22933,BAKING MOULD EASTER EGG MILK CHOC,888,1.2,39.24357489169756,171,179,188,1.02,178,2307.6000000000004
84596E,SMALL LICORICE DES PINK BOWL,888,1.2,14.788256329010709,65,73,82,1.02,72,859.37
21442,GREEN BIRDHOUSE DECORATION,887,1.2,18.3042733572099,80,88,97,1.02,87,565.0699999999999
22221,CAKE STAND LOVEBIRD 2 TIER PINK,885,1.2,28.552782601750895,125,133,142,1.02,132,6348.95
21693,SMALL HAMMERED SILVER CANDLEPOT ,885,1.2,6.976066075963814,30,38,47,1.02,37,2608.3500000000004
22233,JIGSAW RABBIT AND BIRDHOUSE,885,1.2,7.502154263865303,33,41,50,1.02,40,1082.89
20692,FLORAL ELEPHANT SOFT TOY,883,1.2,21.865272087417306,95,103,112,1.02,102,3451.25
84580,MOUSE TOY WITH PINK T-SHIRT,883,1.2,3.4707528893175708,15,23,32,1.02,22,3315.05
22838,3 TIER CAKE TIN RED AND CREAM,883,1.2,13.061758780773586,57,65,74,1.02,64,12015.23
23526,DOG LICENCE WALL ART,882,1.2,41.42227514331848,181,189,198,1.02,188,4346.82
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,882,1.2,24.351418538818947,106,114,123,1.02,113,1630.68
35648,VINTAGE BEAD PINK PURSE ,881,1.19,12.996440251371109,57,65,74,1.01,64,974.07
22931,BAKING MOULD HEART WHITE CHOCOLATE,881,1.19,25.72219670846119,112,120,129,1.01,119,2068.06
20867,PINK ROSE FABRIC MIRROR,881,1.19,30.413289428088817,133,141,150,1.01,140,837.97
22856,ASSORTED EASTER DECORATIONS  BELLS,878,1.19,79.08490959027004,345,353,362,1.01,352,988.0600000000001
84912B,GREEN ROSE WASHBAG,878,1.19,67.1496582158612,293,301,310,1.01,300,2242.5
22946,WOODEN ADVENT CALENDAR CREAM,876,1.19,10.55983020568918,46,54,63,1.01,53,12707.1
21991,BOHEMIAN COLLAGE STATIONERY SET,876,1.19,15.958459101407154,70,78,87,1.01,77,1339.88
23489,"GARLAND, VINTAGE BELLS",876,1.19,14.716129244142754,64,72,81,1.01,71,2512.44
85130B,BEADED CRYSTAL HEART GREEN LARGE,875,1.19,20.565267839911545,90,98,107,1.01,97,805.0500000000001
23138,SINGLE WIRE HOOK IVORY HEART,875,1.19,33.24868418449067,145,153,162,1.01,152,1209.1499999999999
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,874,1.18,9.864104874328508,43,51,60,1.0,50,1639.5
21534,DAIRY MAID LARGE MILK JUG,871,1.18,3.60846819653306,16,24,33,1.0,23,4170.75
20666,ECONOMY HOLIDAY PURSE,871,1.18,119.24370803007558,521,529,538,1.0,528,340.65000000000003
22442,GROW YOUR OWN FLOWERS SET OF 3,869,1.18,29.6788314899509,130,138,147,1.0,137,4741.11
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,869,1.18,95.23184252467848,416,424,433,1.0,423,2808.41
21190,PINK HEARTS PAPER GARLAND,868,1.18,27.665391973429156,121,129,138,1.0,128,1351.2
21219,SET/4 BADGES BALLOON GIRL,868,1.18,6.168526942283803,27,35,44,1.0,34,1087.94
21441,BLUE BIRDHOUSE DECORATION,867,1.17,19.497909872735885,85,93,101,0.99,92,550.41
15044C,PURPLE PAPER PARASOL,866,1.17,9.413275387313488,41,49,57,0.99,48,2440.3
23013,GLASS APOTHECARY BOTTLE TONIC,866,1.17,6.794767433022593,30,38,46,0.99,37,3215.0400000000004
21625,VINTAGE UNION JACK APRON,865,1.17,10.04898910854274,44,52,60,0.99,51,5818.29
22107,PIZZA PLATE IN BOX,865,1.17,7.002436181521124,31,39,47,0.99,38,3044.8
21897,POTTING SHED CANDLE CITRONELLA,863,1.17,37.445334031550125,163,171,179,0.99,170,2605.9700000000003
79320, FLAMINGO LIGHTS,862,1.17,10.790428594798087,47,55,63,0.99,54,3940.7000000000003
22229,BUNNY WOODEN PAINTED WITH FLOWER ,860,1.17,7.08961397134049,31,39,47,0.99,38,644.52
21288,STRIPEY CHOCOLATE NESTING BOXES,860,1.17,9.41674309185524,41,49,57,0.99,48,2063.4
21719,LOVELY BONBON STICKER SHEET,858,1.16,8.977311657503307,39,47,55,0.98,46,727.74
20990,SPRING FLOWER CHOPSTICKS SET/5,857,1.16,21.951873891305308,96,104,112,0.98,103,1581.1499999999999
21040,MODERN VINTAGE COTTON SHOPPING BAG,856,1.16,48.20231324443015,210,218,226,0.98,217,1014.0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,856,1.16,10.271073847616583,45,53,61,0.98,52,2463.6000000000004
22256,FELT FARM ANIMAL CHICKEN,855,1.16,18.09888702485491,79,87,95,0.98,86,1036.83
82613D,METAL SIGN CUPCAKE SINGLE HOOK,854,1.16,10.060213068025565,44,52,60,0.98,51,752.1
84660A,WHITE STITCHED WALL CLOCK,851,1.15,35.56527835389798,155,163,171,0.98,162,814.4
21486,PINK HEART DOTS HOT WATER BOTTLE,851,1.15,14.808677612617537,65,73,81,0.98,72,2504.37
22039,BOTANICAL LILY GIFT WRAP,850,1.15,15.7485197087178,69,77,85,0.98,76,353.0
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,849,1.15,10.285089102737015,45,53,61,0.98,52,3464.81
85054,FRENCH ENAMEL POT W LID,849,1.15,6.869411542631233,30,38,46,0.98,37,2101.61
22497,SET OF 2 TINS VINTAGE BATHROOM ,848,1.15,8.758882270708352,38,46,54,0.98,45,3554.0
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,844,1.14,35.5562880442053,155,163,171,0.97,162,497.64
21528,DAIRY MAID TRADITIONAL TEAPOT ,841,1.14,15.844307167954522,69,77,85,0.97,76,5007.150000000001
35001W,HAND OPEN SHAPE DECO.WHITE,840,1.14,23.340345023633812,102,110,118,0.97,109,2426.2200000000003
22660,DOORMAT I LOVE LONDON,840,1.14,23.304611785390513,102,110,118,0.97,109,5207.76
21145,ANTIQUE GLASS PLACE SETTING,839,1.14,30.45729510965846,133,141,149,0.97,140,994.03
22450,SILK PURSE RUSSIAN DOLL BLUE,839,1.14,7.229630902369508,32,40,48,0.97,39,2784.25
